Bankrupt, Operating_Gross_Margin, Aftertax_net_Interest_Rate, Operating_Expense_Rate,Cash_flow_rate, Interest_bearing_debt_interest_rate,Tax_rate,Net_Value_Per_Share,Cash_Reinvestment,Debt_ratio,Total_Asset_Turnover,Operating_profit_per_person,Cash_to_Total_Assets,Total_income_to_Total_expense,Cash_Flow_to_Sales, Operating Profit Rate
0,0.622702835,0.809190188,0.000435487,0.463940683,0.000588059,0,0.166111837,0.379633769,0.139281071,0.064467766,0.393206847,0.034649948,0.002185512,0.671582871,0.998997397
0,0.607042477,0.809317131,0.000166517,0.463568271,0.000612061,0.544893208,0.167502423,0.378860698,0.147201983,0.103448276,0.397865268,0.042104213,0.002241368,0.671565743,0.999017386
0,0.60088067,0.809315698,0.000110202,0.467552402,0.000793079,0,0.172179849,0.379475429,0.095383499,0.146926537,0.393240768,0.055163022,0.002246707,0.671566551,0.998975443
0,0.598444774,0.8093433,9340000000,0.471709318,0.00079708,0,0.177110109,0.379484743,0.08008586,0.088455772,0.391363832,0.025434432,0.002295431,0.671573638,0.998953142
0,0.625326107,0.809413346,0.000342053,0.469151087,0.000494049,0.302560988,0.174876744,0.386135017,0.118874142,0.122938531,0.407464779,0.004233507,0.002293237,0.671572665,0.999135707
0,0.604411998,0.8097986,0.000171489,0.461857192,0.000560056,0,0.185074375,0.375656645,0.06902077,0.019490255,0.392471902,0.054515238,0.002513785,0.671585554,0.998970821
0,0.61817697,0.80940918,0.000285622,0.46673209,0.000593059,0.235752607,0.186970629,0.377975858,0.08664631,0.107946027,0.397401687,0.049665261,0.002300537,0.671585738,0.999077471
0,0.600347367,0.809361918,4980000000,0.466916618,0.000654065,0.122178358,0.178964224,0.384244253,0.137981074,0.230884558,0.41638588,0.018552171,0.002420103,0.671573402,0.999027208
0,0.635718301,0.809365173,0.000582461,0.468025465,0.000566057,0.390120458,0.174413215,0.383741291,0.091150951,0.127436282,0.393715655,0.084808266,0.00225333,0.671572122,0.999062103
0,0.624317156,0.809430142,0.000362867,0.487182842,0,0.216621115,0.187097046,0.378748929,0.094234665,0.052473763,0.400658058,0.008047887,0.002307992,0.67155497,0.999098154
0,0.608865795,0.809363741,0.00016536,0.468696476,0.001071107,0.29588015,0.185200792,0.382558399,0.099676512,0.191904048,0.400680672,0.13360494,0.002298718,0.671572209,0.999048353
0,0.620944378,0.809371162,0.000305627,0.471281548,0.000750075,0.281000101,0.178753529,0.386861518,0.14194153,0.131934033,0.395038556,0.051390454,0.002270799,0.671576198,0.999101736
0,0.610206258,0.809341217,0.000212424,0.460268572,0.000655066,0.250126531,0.185411487,0.37183786,0.201106509,0.071964018,0.394868954,0.09986268,0.002259442,0.671522374,0.999022817
0,0.60456334,0.809331582,0.000114018,0.463714216,0.00080108,0.244255491,0.172516961,0.38564137,0.184660036,0.16041979,0.39757129,0.008639337,0.00226804,0.67156991,0.99903079
0,0.619402125,0.809203208,0.000339624,0.464326514,0.000676068,0,0.159538157,0.379736224,0.15421592,0.046476762,0.394552362,0.014188683,0.002183842,0.671571666,0.999045118
0,0.626414333,0.80939616,0.000362173,0.471050049,0.00079808,0.353983197,0.179427753,0.384197683,0.091604438,0.104947526,0.39653106,0.033585921,0.002283234,0.671575115,0.999133049
0,0.609290996,0.809386656,0.000121765,0.468896102,0.000943094,0.285453993,0.178669251,0.382362803,0.051848717,0.136431784,0.402523688,0.114842024,0.00234534,0.671578675,0.999097923
0,0.603590424,0.809397983,0.000119337,0.467102824,0.000852085,0.27320579,0.179385614,0.38156179,0.093902107,0.095952024,0.39377219,0.00884665,0.002379095,0.671572916,0.999001441
1,0.596945762,0.80903955,8270000000,0.462243024,0.000726073,0,0.156799124,0.377938601,0.21035765,0.04197901,0.390176613,0.005559438,0.002028516,0.671571634,0.99893997
1,0.597392583,0.80929031,693000000,0.461377419,0.000558056,0,0.148202773,0.376178235,0.235299453,0.137931034,0.391917867,0.020326853,0.002196441,0.671572438,0.998960422
1,0.601860794,0.80871666,0.000276602,0.458263926,0.00039904,0,0.120011799,0.327158079,0.321371346,0.292353823,0.370208724,0.210915212,0.002003273,0.671590967,0.998824769
1,0.595994465,0.809128475,0.000176577,0.459605949,0.000582058,0,0.151531752,0.365942029,0.221452973,0.148425787,0.368761448,0.04992772,0.002107568,0.671563686,0.998830778
0,0.618083282,0.809315047,0.000358011,0.462571819,0.000708071,0,0.156082761,0.378916583,0.202859993,0.11844078,0.393749576,0.03029461,0.002234856,0.671571445,0.999003636
0,0.600736534,0.80932976,8720000000,0.462898937,0.000356036,0.170968722,0.183388816,0.374538952,0.141548508,0.230884558,0.396022252,0.016028416,0.002282743,0.671573234,0.998996588
0,0.604635408,0.809313094,0.000185943,0.467257157,0.000408041,0.495191821,0.181281868,0.379754853,0.041630136,0.134932534,0.39190656,0.099152341,0.00223773,0.671572695,0.998959959
0,0.597947506,0.809292133,6450000000,0.46743162,0.000476048,0,0.168176647,0.381058828,0.122411343,0.4017991,0.393319916,0.033919963,0.002192329,0.671573453,0.998973941
0,0.61047291,0.80936296,0.000258332,0.467738607,0.000433043,0.109120356,0.176098774,0.376634626,0.116213683,0.074962519,0.393285995,0.00217961,0.002268437,0.671572487,0.99898122
0,0.619048992,0.809357362,0.000327251,0.462227926,0.000594059,0,0.165648308,0.37748221,0.152099646,0.085457271,0.396485833,0.041460898,0.002258968,0.671575479,0.999049393
0,0.605932631,0.809271952,0.000183978,0.460946294,0.000353035,0,0.171042097,0.375451734,0.158388004,0.095952024,0.39398702,0.038855129,0.002195138,0.671559329,0.998981682
0,0.600736534,0.80932364,0.000109045,0.464433876,0.000380038,0.097884401,0.174160381,0.377752319,0.100553255,0.148425787,0.393331223,0.091954131,0.002265075,0.671582024,0.998974172
0,0.595122443,0.809229638,7860000000,0.461806866,0.000428043,0,0.172769795,0.376560113,0.0857998,0.091454273,0.388571041,0.067773623,0.002062391,0.67158621,0.998914665
0,0.620396662,0.809367517,0.00031881,0.46920309,0.000231023,0.294867902,0.176225191,0.380388212,0.113311364,0.12143928,0.403360394,0.004262318,0.002271218,0.671571142,0.999079897
0,0.604102106,0.809525707,0.000140498,0.461714602,0.000314031,0,0.186085711,0.375386536,0.065423104,0.020989505,0.393930486,0.003930078,0.002430834,0.671499813,0.998996935
0,0.61242595,0.809338613,0.000236477,0.467585952,0.000382038,0.341937443,0.186844212,0.381254424,0.140006651,0.145427286,0.393873951,0.035977881,0.002256828,0.671575982,0.99903391
0,0.600635639,0.809370902,4300000000,0.471675767,0.000339034,0.236157506,0.183515233,0.383862375,0.102790459,0.298350825,0.424142376,0.027102603,0.002553258,0.671569742,0.999038647
0,0.636784906,0.80940241,0.00057772,0.472212576,0.000439044,0.285858893,0.176140913,0.384132484,0.082081204,0.143928036,0.394303611,0.082648357,0.002268783,0.671571953,0.999083826
0,0.623985644,0.809427017,0.000412013,0.485862627,0,0.281101326,0.187054907,0.380462725,0.098497445,0.046476762,0.397130323,0.00494094,0.002293074,0.671574179,0.999043038
0,0.608865795,0.809394598,0.000141423,0.468478398,0.000313031,0.265816378,0.191268805,0.380155359,0.0941742,0.20089955,0.405226024,0.240895478,0.002365603,0.671578958,0.999072271
0,0.619330057,0.809392124,0.000316035,0.468595825,0.000448045,0.187974491,0.179807003,0.385669312,0.129032258,0.131934033,0.394269691,0.049102648,0.002292506,0.671576393,0.99906557
0,0.607539745,0.809328588,0.000183399,0.460344061,0.000554055,0.362992206,0.188951161,0.373775195,0.196662333,0.082458771,0.395027249,0.131184267,0.002251912,0.671553099,0.999009067
0,0.603900316,0.809355799,9960000000,0.462301737,0.000518052,0.130175119,0.175677384,0.379168064,0.182060042,0.172413793,0.398611519,0.021844578,0.002326798,0.671571145,0.999034372
0,0.618811168,0.809360486,0.000434446,0.461971264,0.000677068,0,0.166828199,0.376932678,0.156664752,0.04197901,0.391307297,0.007775609,0.00225382,0.671567352,0.998938237
0,0.625599965,0.809465686,0.000338931,0.469864036,0.000429043,0.26500658,0.186338545,0.382539771,0.089337002,0.112443778,0.397480835,0.046968846,0.002344596,0.671575685,0.999143217
0,0.607164992,0.809384443,0.000111358,0.493434992,0.000550055,0.276343759,0.178247861,0.389963116,0.040058046,0.137931034,0.399029873,0.184053794,0.002369599,0.671604423,0.999074813
0,0.602869744,0.809451885,0.000143389,0.471826745,0.000488049,0.257212268,0.182166786,0.381235796,0.071862624,0.076461769,0.392392755,0.023053227,0.002417257,0.671577449,0.99897163
1,0.604015624,0.809221956,0.000240524,0.454234502,0.000587059,0,0.158611099,0.337384971,0.185083291,0.196401799,0.384263133,0.004204832,0.002152243,0.67157211,0.998895484
0,0.617867078,0.809177038,0.000336271,0.469852294,0.000314031,0,0.153385867,0.386479639,0.199232095,0.131934033,0.394891567,0.033954606,0.002168588,0.67157121,0.999021893
0,0.597904265,0.809316349,6490000000,0.465171989,0.000221022,0,0.180860478,0.38412317,0.138918282,0.263868066,0.39355736,0.014218391,0.002260198,0.671572169,0.998972901
0,0.605291226,0.80931661,0.000188603,0.4702549,0.000709071,0.086243547,0.181956091,0.381980925,0.048704538,0.142428786,0.392324914,0.149971409,0.002242248,0.671579171,0.998967817
0,0.596261116,0.809297731,5610000000,0.459959907,0.000286029,0,0.165859003,0.372732014,0.147020588,0.43928036,0.39126207,0.007362738,0.002195032,0.67157236,0.998955453
0,0.606213696,0.809389911,0.000213928,0.470748094,0.000164016,0.051827108,0.176899414,0.378590589,0.130211325,0.082458771,0.391680423,0.004134722,0.002311605,0.671568277,0.998957302
0,0.619863359,0.80932312,0.000380213,0.46189913,0.000409041,0,0.167586701,0.377556723,0.159688001,0.082458771,0.394970715,0.059433657,0.002239141,0.671579458,0.999013111
0,0.601550902,0.809314917,0.000152871,0.463492782,0.000237024,0.164591558,0.172601239,0.378497448,0.161108928,0.106446777,0.390165306,0.038818966,0.002240798,0.671568667,0.998944476
0,0.598898802,0.809299033,9400000000,0.46497404,0.000225023,0,0.177615777,0.378804814,0.112706715,0.157421289,0.391850026,0.106420829,0.002214404,0.671584529,0.998959844
0,0.592499171,0.809249688,7090000000,0.461352256,0.000265027,0,0.16556403,0.376178235,0.091936995,0.133433283,0.384150064,0.056637187,0.002074156,0.671577332,0.998880347
0,0.620454316,0.809418815,0.000284003,0.474951981,0.000131013,0.229982792,0.179048502,0.387131627,0.104181153,0.140929535,0.407792678,0.006449691,0.002315932,0.671572616,0.999115486
0,0.602783263,0.809784279,0.000134485,0.46834084,0.000269027,0.004858791,0.189498968,0.377761633,0.059255676,0.022488756,0.39294679,0.007233986,0.002454992,0.671578623,0.998981567
0,0.609672956,0.809329239,0.000222832,0.471841843,0.000244024,0.124607754,0.18570646,0.386582095,0.12528343,0.145427286,0.393206847,0.035958446,0.002250929,0.671577887,0.999004098
0,0.596780005,0.80933679,2790000000,0.481529571,0.00020202,0.162769511,0.182335342,0.38804441,0.110681138,0.385307346,0.412812917,0.033977102,0.00246822,0.671572278,0.998991966
0,0.63760648,0.809442771,0.000576332,0.470897394,0.000181018,0.142322097,0.180607644,0.384747215,0.093025365,0.143928036,0.394789806,0.089059468,0.002287885,0.671572908,0.999098501
0,0.620526384,0.809322729,0.000372928,0.485916308,0.337732773,0.642980059,0.193586448,0.378944525,0.047827796,0.046476762,0.396124013,0.008618155,0.002237972,0.671575645,0.99902559
0,0.602848124,0.809366215,0.000112283,0.459290573,0.000268027,0.191213686,0.19021533,0.369975038,0.091453276,0.233883058,0.397887881,0.059757415,0.002353544,0.671555993,0.999004907
0,0.619575088,0.80941582,0.000293254,0.476042374,0.000153015,0.263285758,0.182377481,0.39373533,0.120778789,0.130434783,0.394303611,0.042962938,0.002317477,0.6715729,0.999092145
0,0.605183125,0.809347206,0.000180855,0.462820093,0.000326033,0,0.193375753,0.379093551,0.195815824,0.089955022,0.392901563,0.151494276,0.002272696,0.671574694,0.998973825
0,0.602682368,0.809357231,9690000000,0.464199022,0.00030303,0.195161454,0.17706797,0.386190902,0.160987998,0.206896552,0.398238394,0.03245725,0.002345796,0.671565327,0.999017617
0,0.615928451,0.809426757,0.000448438,0.460843965,0.000314031,0.006680838,0.16640681,0.375703215,0.159325211,0.043478261,0.389735646,0.01175541,0.002290731,0.671555461,0.998878499
0,0.622919039,0.809451104,0.000314416,0.474440334,0.00040204,0.237473428,0.184947958,0.381375508,0.070804487,0.128935532,0.397639131,0.085323515,0.002343222,0.671568553,0.99912473
0,0.605752461,0.809371683,0.000119684,0.472068309,0.000272027,0.206498633,0.175677384,0.381207854,0.09211839,0.122938531,0.396429298,0.142006336,0.002348308,0.671580658,0.999042576
0,0.601089667,0.809436912,0.000136104,0.458341092,0.000249025,0.227350946,0.180944756,0.372815841,0.081385857,0.064467766,0.391556048,0.027913279,0.00238009,0.671573023,0.998949907
1,0.604858819,0.809347206,8960000000,0.463858484,0.000984098,0.262273509,0.184695125,0.385417831,0.19176467,0.140929535,0.395943104,0.008967566,0.002291123,0.671569452,0.999059792
1,0.597652027,0.809313225,2420000000,0.461558592,0.000744074,0,0.177110109,0.376401773,0.196390241,0.050974513,0.399990955,0.012239141,0.002243898,0.671579107,0.999009645
0,0.607323542,0.809631036,0.000131826,0.466062756,0.000645065,0,0.220302558,0.377417011,0.134564803,0.050974513,0.402331471,0.017114877,0.002639494,0.671583331,0.999057135
0,0.606120007,0.8095606,0.000104998,0.469666088,0.000671067,0,0.226244153,0.38172013,0.131662485,0.073463268,0.398125325,0.016781613,0.002599172,0.671575962,0.999064645
0,0.595771055,0.809286013,0.000108814,0.463549818,0.000556056,0,0.176941553,0.375889497,0.09369048,0.056971514,0.385167681,0.034954906,0.00221301,0.671517088,0.998894906
0,0.595662953,0.809200213,97700000,0.461568657,0.00059706,0,0.176520163,0.376541485,0.14801826,0.104947526,0.38853712,0.013444309,0.002109033,0.671569664,0.998905999
0,0.603893109,0.809345644,0.000132404,0.463967523,0.00050305,0,0.179722726,0.377836146,0.115336941,0.134932534,0.393568666,0.023103422,0.002288545,0.671571474,0.999001672
0,0.595064789,0.809274426,7540000000,0.467817451,0,0,0.193544309,0.373579598,0.027360401,0.088455772,0.387485584,0.033930604,0.002180106,0.671579872,0.998916976
0,0.598574497,0.809317131,7860000000,0.476510405,0,0.071161049,0.18692849,0.381682873,0.048553375,0.142428786,0.392822415,0.053978851,0.002253104,0.671578473,0.998970128
0,0.604642615,0.809421158,2710000000,0.474609765,0.000530053,0.282518474,0.182208925,0.384542305,0.063911479,0.155922039,0.452432102,0.010186416,0.002691793,0.671571724,0.999118837
0,0.60146442,0.809324682,0.000116099,0.472335036,0,0.285251544,0.186085711,0.377426325,0.061190555,0.209895052,0.397232084,0.027308939,0.002265522,0.671543296,0.998978909
0,0.603237291,0.809422981,4600000000,0.468131149,0.000616062,0,0.180986895,0.380546552,0.141608973,0.097451274,0.418963841,0.076403962,0.002357819,0.671592616,0.99907932
0,0.600368988,0.809400978,0.000110086,0.462266509,0.000942094,0,0.179301336,0.376066465,0.110771835,0.035982009,0.392799801,0.035808817,0.002306036,0.671467155,0.998968625
0,0.605406535,0.809350721,0.000151021,0.463145534,0.000523052,0.210851301,0.181239729,0.3742409,0.104362548,0.095952024,0.393693042,0.115407971,0.002285664,0.671598572,0.999007218
0,0.586265296,0.808779546,0.000167095,0.456811186,0.000529053,0,0.156714846,0.363175739,0.138011307,0.085457271,0.384726714,0.035870606,0.00192155,0.671574666,0.998684264
0,0.606682137,0.809283149,0.000184556,0.466037593,0.000618062,0,0.172643378,0.383527067,0.153701968,0.095952024,0.393263382,0.038437434,0.002212008,0.67158255,0.998995317
0,0.594639588,0.809239142,8010000000,0.462633888,0.000414041,0,0.178753529,0.377035133,0.115609033,0.140929535,0.389091156,0.069737919,0.002077176,0.671586291,0.998905537
0,0.606307384,0.809357231,0.000165245,0.473202318,0.000557056,0.176940986,0.17706797,0.382185835,0.077032379,0.124437781,0.392777187,0.030617237,0.002301104,0.671569499,0.999007449
0,0.604022831,0.809740012,0.000167789,0.476869396,0.000471047,0.226136249,0.19763179,0.403487202,0.092571878,0.130434783,0.392155311,0.521109465,0.002867568,0.671654883,0.998968279
0,0.613312386,0.809861746,0.000159925,0.545963447,0.000649065,0.103350542,0.182630315,0.387709102,0.088671887,0.049475262,0.397582597,0.050045616,0.003076304,0.671333084,0.999125192
0,0.605132677,0.809564115,0.000113439,0.46380648,0.000671067,0,0.226075597,0.377444954,0.139069444,0.061469265,0.398419303,0.008579369,0.002612905,0.671576319,0.999040265
0,0.602869744,0.809725429,0.000145471,0.458175017,0.000693069,0,0.197126122,0.370077493,0.124346222,0.058470765,0.392347527,0.052106549,0.002640555,0.671598419,0.998972207
0,0.605356088,0.809419466,8570000000,0.473829714,0.000389039,0.106792185,0.176435886,0.389413584,0.083109109,0.175412294,0.399629135,0.16303986,0.00252386,0.67160487,0.999071809
0,0.605644359,0.809373506,0.000126275,0.463519623,0.000654065,0.181394878,0.181829674,0.377780262,0.144904314,0.218890555,0.395954411,0.062853544,0.002347189,0.671572017,0.999035758
0,0.611914268,0.809414258,0.000157728,0.465915134,0.001257126,0.226136249,0.192111584,0.381161283,0.08676724,0.095952024,0.399696977,0.030340028,0.002370787,0.671572994,0.999104856
0,0.610422462,0.809428059,0.000166054,0.46405811,0.000912091,0.126328576,0.19143736,0.382055438,0.111376485,0.179910045,0.396282309,0.041812942,0.002396913,0.67157347,0.999072618
0,0.600376195,0.809296429,0.000112514,0.458849383,0.000574057,0,0.180396949,0.370906449,0.107446262,0.24137931,0.392177925,0.105382958,0.002212824,0.671573606,0.998964466
1,0.597306101,0.809237189,0.000126159,0.462066883,0.000619062,0,0.162487885,0.377081703,0.162046135,0.095952024,0.389656498,0.011839115,0.002140814,0.67157332,0.998903688
0,0.605802909,0.809562683,790000000,0.474077988,0.000361036,0.004453892,0.219923307,0.381887784,0.120174139,0.070464768,0.414181045,0.008115258,0.002747096,0.671570334,0.999085328
0,0.605817322,0.80948196,9200000000,0.471316776,0.000334033,0.048790363,0.220766087,0.378925897,0.1311183,0.073463268,0.400703286,0.006428483,0.002548938,0.671572711,0.999072965
0,0.601976102,0.809352154,7980000000,0.462868742,0.000435044,0.059925094,0.177868611,0.37696062,0.088490492,0.061469265,0.400511069,0.035690086,0.002303263,0.671560729,0.99902351
0,0.598495222,0.809307496,8460000000,0.465093145,0.000371037,0,0.165774725,0.378460191,0.151162439,0.110944528,0.392110083,0.012598129,0.002231578,0.671571072,0.998963426
0,0.603532769,0.809400978,0.00012269,0.462009847,0.000186019,0.015284948,0.182883149,0.376783652,0.144511292,0.11844078,0.393907872,0.169365647,0.002407912,0.671626241,0.999005485
0,0.601918448,0.809410091,719000000,0.467434975,980000000,0.143334346,0.194387089,0.377761633,0.063216132,0.092953523,0.400533683,0.008888219,0.002455015,0.671559872,0.999030443
0,0.597716888,0.809290049,7840000000,0.4615804,0.000229023,0,0.183178121,0.376345889,0.109562536,0.157421289,0.39144298,0.025839074,0.0021894,0.671570735,0.998956493
0,0.600455469,0.809360096,1630000000,0.464992493,0.000224022,0.319060634,0.180059837,0.380006334,0.091936995,0.145427286,0.435969336,0.010759308,0.002421963,0.671571736,0.99906245
0,0.604397584,0.809396551,7160000000,0.470771579,0,0.250328981,0.195609119,0.379847994,0.068839375,0.259370315,0.441543611,0.071517257,0.002490646,0.671570469,0.999070423
0,0.598704219,0.809146963,3790000000,0.466453621,0.000418042,0,0.154144368,0.380825975,0.201771624,0.097451274,0.404592841,0.004313979,0.002103731,0.671571882,0.999013111
0,0.601594142,0.809431574,8450000000,0.470951075,0.000290029,0.296588724,0.182082508,0.37716553,0.079118421,0.052473763,0.399606522,0.003360493,0.00248062,0.671568684,0.999012649
0,0.605572291,0.809363741,0.000122806,0.467976817,0.000283028,0.255795121,0.182925288,0.379009724,0.087764912,0.110944528,0.396497139,0.070749331,0.00230954,0.671555243,0.999038069
0,0.598142089,0.809311662,0.00013356,0.461635758,0.000345035,0,0.150056888,0.376569427,0.106176497,0.070464768,0.390142692,0.008191713,0.002236327,0.671572878,0.998908194
0,0.612858358,0.809525186,0.000176577,0.475413301,0.000362036,0.096770928,0.191521638,0.386945345,0.110741603,0.109445277,0.398690667,0.033591095,0.002501361,0.671582272,0.999101967
0,0.593299125,0.809375068,7440000000,0.469684541,0.000267027,0.211964774,0.180734061,0.38072352,0.121474136,0.130434783,0.388197915,0.091236639,0.00243671,0.671595924,0.998889707
0,0.606386659,0.809400196,0.000172761,0.473485821,0.000252025,0.039174005,0.180523366,0.380676949,0.102276506,0.113943028,0.392641505,0.033661668,0.00235972,0.671568432,0.999001325
0,0.603900316,0.809385354,0.000143967,0.46760776,710000000,0.150521308,0.181534701,0.38296822,0.076790519,0.130434783,0.392980711,0.257405075,0.002362238,0.671582767,0.998990117
0,0.600426642,0.809374417,0.000119452,0.502562425,0.000287029,0,0.180059837,0.381431392,0.091483508,0.046476762,0.39187264,0.01496295,0.002342756,0.671557691,0.998958919
